id_vivienda,id_hogar,sexo,fecha_nacimiento,edad,estado_actividad,nivel_educativo,ingreso,prestamo_personas,prestamo_banco,compra_cuotas
TQRMNOQUXHMMLLCDEFMDB00868329,1,1,1937-04-25 00:00:00,87,3,4,600000.0,2,2,1
TQRMNOQUXHMMLLCDEFMDB00868329,1,2,1938-07-31 00:00:00,86,3,1,395000.0,2,2,1
TQRMNOQUXHMMLLCDEFMDB00868329,1,1,1971-07-07 00:00:00,53,1,4,450000.0,2,2,1
TQRMNOTSWHKOKUCDEFMDB00868330,1,1,1949-09-03 00:00:00,75,3,3,300000.0,2,2,2
TQRMNOTSWHKOKUCDEFMDB00868330,1,2,1951-03-02 00:00:00,73,3,3,300000.0,2,2,2
TQRMNOQSSHLMMPCDEFKID00803623,1,1,1900-01-01 00:00:00,24,1,6,1200000.0,2,2,1
TQRMNORSYHKMLTCDEIKAH00867844,1,1,1900-01-01 00:00:00,46,1,4,800000.0,2,2,1
TQRMNORSYHKMLTCDEIKAH00867844,1,2,1900-01-01 00:00:00,45,1,4,600000.0,2,2,1
TQRMNOQVRHKMLUCDEIKAH00867846,1,1,1900-01-01 00:00:00,86,3,2,600000.0,2,2,2
TQRMNOQVRHKMLUCDEIKAH00867846,1,2,1900-01-01 00:00:00,83,3,4,600000.0,2,2,2
TQRMNORUVHJMLRCDEIKAH00862679,1,1,1960-07-16 00:00:00,64,1,2,800000.0,2,2,2
TQRMNORUVHJMLRCDEIKAH00862679,1,2,1962-11-29 00:00:00,61,3,4,260000.0,2,2,2
TQRMNOVUYHMOMMCDEIKAH00812928,1,2,1900-01-01 00:00:00,34,1,2,900000.0,1,2,2
TQRMNORUTHMMLOCDEFLID00809113,1,2,1994-12-02 00:00:00,29,1,5,750000.0,2,2,1
TQRMNOPRYHLLLTCDEFLID00803806,1,2,1984-09-17 00:00:00,39,1,4,800000.0,2,2,1
TQRMNOPSUHKOLSCDEFLID00867876,1,2,1900-01-01 00:00:00,70,3,2,560000.0,2,2,2
TQSMNOQVRHLNKTCDEFKID00803611,1,2,1993-06-23 00:00:00,31,1,3,400000.0,2,2,2
TQSMNOQVRHLNKTCDEFKID00803611,1,2,1968-11-11 00:00:00,55,1,2,550000.0,2,2,2
TQRMNOPUTHKMLNCDEFKID00867903,1,1,1900-01-01 00:00:00,31,1,5,200000.0,2,2,2
TQRMNOPUTHKMLNCDEFKID00867903,1,2,1900-01-01 00:00:00,34,1,5,100000.0,2,2,2
TQRMNORUTHKMLNCDEFKID00867904,1,1,1900-01-01 00:00:00,57,1,5,1200000.0,1,2,1
TQRMNORUTHKMLNCDEFKID00867904,1,2,1900-01-01 00:00:00,50,1,5,1000000.0,1,2,1
TQRMNORUTHKMLNCDEFKID00867904,1,2,1900-01-01 00:00:00,21,1,5,800000.0,1,2,1
TQRMNOTYXHMOLMCDEFKID00808980,1,2,1987-09-24 00:00:00,36,1,5,134000.0,2,2,2
TQRMNOTYXHMOLMCDEFKID00808980,1,1,1981-05-11 00:00:00,43,1,3,400000.0,2,2,2
TQRMNOSWWHLOLNCDEFKID00803626,1,1,1973-05-22 00:00:00,51,1,4,570000.0,2,2,2
TQRMNOQWPHLLLUCDEFKID00862454,1,1,1952-11-02 00:00:00,71,1,4,610500.0,2,2,1
TQRMNOQWPHLLLUCDEFKID00862454,1,1,1950-11-03 00:00:00,73,3,5,310500.0,2,2,1
TQRMNOUTSHJMLSCDEFLID00863553,1,2,1993-03-07 00:00:00,31,1,6,600000.0,2,2,1
TQRMNOUTSHJMLSCDEFLID00863553,1,2,1994-11-17 00:00:00,29,1,6,670000.0,2,2,1
TQRMNOQUTHMMLRCDEFLID00809026,1,1,1967-03-18 00:00:00,57,3,4,1000000.0,2,2,1
TQRMNOVPTHMMKSCDEIMBF00813070,1,1,1947-03-05 00:00:00,77,3,2,400000.0,2,2,2
TQRMNOVPTHMMKSCDEIMBF00813070,1,2,1982-06-28 00:00:00,42,1,5,700000.0,2,2,2
TQRMNOSQWHLNKOCDEGJBF00804882,1,1,1947-03-20 00:00:00,77,3,3,280000.0,1,2,2
TQRMNOQSVHMNKQCDEGJBF00810045,1,1,1962-04-17 00:00:00,62,3,2,260000.0,2,2,1
TQRMNOQSVHMNKQCDEGJBF00810045,1,2,1963-11-01 00:00:00,60,1,1,70000.0,2,2,1
TQRMNOQSVHMNKQCDEGJBF00810045,1,2,1989-02-28 00:00:00,35,1,6,850000.0,2,2,1
TQRMNORSVHKMKSCDEGKDB00868033,1,2,1965-02-17 00:00:00,59,3,6,700000.0,2,2,2
TQRMNOSVPHKKLOCDEFLID00868066,1,1,1963-11-18 00:00:00,60,1,5,350000.0,2,2,1
TQRMNOSVPHKKLOCDEFLID00868066,1,2,1963-07-12 00:00:00,61,1,5,350000.0,2,2,1
TQRMNOPRUHLOLPCDEFLID00803894,1,2,1900-01-01 00:00:00,66,3,2,295000.0,2,2,2
TQRMNOQUYHJOLRCDEFLID00862880,1,2,1947-03-08 00:00:00,77,3,3,340000.0,2,2,2
TQRMNOPSVHKOLSCDEFLID00868130,1,1,1967-02-01 00:00:00,57,1,3,600000.0,2,2,1
TQRMNOPSVHKOLSCDEFLID00868130,1,1,1990-08-06 00:00:00,33,1,3,1200000.0,2,2,1
TQRMNOPSVHKOLSCDEFLID00868130,1,2,1992-08-03 00:00:00,31,1,5,1200000.0,2,2,1
TQRMNOPSXHKOLSCDEFLID00868131,1,2,1980-10-27 00:00:00,43,1,4,390000.0,2,2,1
TQRMNOPSXHKOLSCDEFLID00868131,1,1,1980-01-24 00:00:00,44,1,2,490000.0,2,2,1
TQRMNOTSUHMOLQCDEFLID00809025,1,2,1948-11-16 00:00:00,75,3,2,505000.0,2,2,2
TQRMNOTSUHMOLQCDEFLID00809025,1,2,1985-08-01 00:00:00,38,3,4,170000.0,2,2,2
TQRMNORWTHLOLPCDEFLID00803887,1,1,1981-04-27 00:00:00,43,1,4,800000.0,2,2,2
TQRMNORVSHMMLNCDEFLID00809043,1,2,1900-01-01 00:00:00,70,3,2,285000.0,2,2,1
TQRMNORURHKNKMCDEIOAH00868260,1,1,1979-03-20 00:00:00,45,1,6,800000.0,2,2,1
TQRMNORURHKNKMCDEIOAH00868260,1,2,1977-10-19 00:00:00,46,1,4,500000.0,2,2,1
TQRMNOSPYHLMKMCDEIOAH00808237,1,2,1964-06-04 00:00:00,60,3,3,270000.0,2,2,2
TQRMNOSPYHLMKMCDEIOAH00808237,1,1,1900-01-01 00:00:00,36,3,3,250000.0,2,2,2
TQRMNOSPYHLMKMCDEIOAH00808237,1,1,1900-01-01 00:00:00,19,1,3,160000.0,2,2,2
TQRMNOQTQHKMLPCDEFKID00868296,1,1,1900-01-01 00:00:00,38,1,3,350000.0,2,2,2
TQRMNOQTQHKMLPCDEFKID00868296,1,2,1900-01-01 00:00:00,30,3,3,160000.0,2,2,2
TQRMNOQTWHMOLPCDEFKID00808955,1,1,1900-01-01 00:00:00,55,1,2,700000.0,2,2,1
TQRMNOQYWHJOLPCDEFKID00862785,1,2,1982-09-06 00:00:00,42,1,3,90000.0,1,2,2
TQRMNOPWSHKMKNCDEIOAH00867847,1,2,1963-03-06 00:00:00,61,3,5,2250000.0,2,2,1
TQRMNOPWSHKMKNCDEIOAH00867847,1,1,1965-06-24 00:00:00,59,1,4,1000000.0,2,2,1
TQRMNOSRSHKLKOCDEIOAH00867848,1,2,1975-04-01 00:00:00,49,1,6,990000.0,2,2,1
TQRMNOQTQHLKKNCDEIOAH00867849,1,1,1974-09-02 00:00:00,50,1,6,500000.0,2,2,1
TQRMNOQTQHLKKNCDEIOAH00867849,1,2,1974-09-04 00:00:00,50,1,6,300000.0,2,2,1
TQRMNOPQSHJMKPCDEIOAH00863145,1,2,1947-06-25 00:00:00,77,3,2,270000.0,2,2,2
TQRMNOPTQHMOKNCDEIOAH00813205,1,1,1900-01-01 00:00:00,74,3,2,900000.0,2,2,2
TQRMNOSRYHKOKMCDEFKID00867878,1,1,1950-10-27 00:00:00,73,3,4,350000.0,2,2,1
TQRMNOSRYHKOKMCDEFKID00867878,1,2,1954-06-05 00:00:00,70,3,6,285000.0,2,2,1
TQRMNOQQUHKKKNCDEFKID00867879,1,1,1900-01-01 00:00:00,45,1,5,1600000.0,2,2,1
TQRMNORTRHLOKMCDEFKID00803714,1,2,2004-08-14 00:00:00,19,1,4,690000.0,2,2,1
TQRMNOPUXHMMKOCDEFKID00808957,1,1,1976-04-28 00:00:00,48,1,3,1200000.0,2,2,1
TQRMNOPUXHMMKOCDEFKID00808957,1,2,1900-01-01 00:00:00,46,1,6,568000.0,2,2,1
TQRMNOQYQHMOKPCDEFKID00808960,1,1,1900-01-01 00:00:00,45,1,2,500000.0,2,2,2
TQRMNOQYQHMOKPCDEFKID00808960,1,2,1900-01-01 00:00:00,41,3,4,320000.0,2,2,2
TQRMNOQYQHMOKPCDEFKID00808960,1,1,1900-01-01 00:00:00,19,3,5,16000.0,2,2,2
TQRMNOSWWHLOLNCDEFKID00803626,1,2,1978-01-02 00:00:00,46,1,6,400000.0,2,2,2
TQRMNORQUHLMKSCDEGJBF00804847,1,1,1976-03-12 00:00:00,48,1,6,180000.0,1,2,1
TQRMNORQUHLMKSCDEGJBF00804847,1,2,1964-02-29 00:00:00,60,1,6,700000.0,1,2,1
TQRMNOQRSHKMKUCDEGJBF00867905,1,1,1972-08-01 00:00:00,52,3,2,250000.0,2,2,2
TQRMNOPUXHMMLPCDEGJBF00810042,1,2,1934-12-15 00:00:00,89,3,5,270000.0,2,2,2
TQRMNOSXYHKMLNCDEFIAH00867906,1,1,1999-09-09 00:00:00,25,1,3,350000.0,1,2,2
TQRMNOTPTHLOLRCDEFIAH00803291,1,2,1957-07-28 00:00:00,67,3,1,270000.0,1,2,2
TQRMNOTQRHJOLQCDEFIAH00862060,1,2,1900-01-01 00:00:00,19,3,3,20000.0,2,2,2
TQRMNORVSHLNKPCDEGJBF00804888,1,1,1952-11-26 00:00:00,71,1,7,25000.0,2,2,2
TQRMNOQTUHJMKSCDEGJBF00867967,1,1,1991-10-12 00:00:00,32,1,6,3120000.0,2,2,1
TQRMNOQTUHJMKSCDEGJBF00867967,1,2,1994-12-24 00:00:00,29,1,4,2063508.0,2,2,1
TQRMNOQWRHMLKSCDEGJBF00810063,1,1,1964-12-12 00:00:00,59,1,6,900000.0,2,2,2
TQRMNOQRYHKMKOCDEGJBF00867968,1,1,1956-02-20 00:00:00,68,3,3,530000.0,2,2,2
TQRMNORYPHKMKOCDEIOAH00867969,1,1,1976-07-22 00:00:00,48,1,6,2550000.0,2,2,1
TQRMNOTQWHKMKOCDEIOAH00867970,1,1,2003-06-15 00:00:00,21,1,3,880000.0,2,2,2
TQRMNOSQTHKMLNCDEGKDB00868035,1,2,1940-07-16 00:00:00,84,3,1,450000.0,2,2,1
TQRMNOQSRHJMKSCDEIGED00862668,1,2,1955-10-06 00:00:00,68,3,6,1400000.0,2,2,1
TQRMNOQSRHJMKSCDEIGED00862668,1,2,1990-11-16 00:00:00,33,1,6,1150000.0,2,2,1
TQRMNOQUUHLMKSCDEIGED00862896,1,2,1985-11-19 00:00:00,38,1,6,2000000.0,2,2,1
TQRMNOQURHLLKUCDEIGED00806675,1,2,1941-06-26 00:00:00,83,3,4,770000.0,2,2,2
TQRMNOQURHLLKUCDEIGED00806675,1,1,1969-02-15 00:00:00,55,3,1,250000.0,2,2,2
TQRMNORRWHKMKUCDEIGED00868101,1,2,1979-07-20 00:00:00,45,1,6,500000.0,2,2,1
TQRMNORRWHKMKUCDEIGED00868101,1,1,1980-11-20 00:00:00,43,1,6,900000.0,2,2,1
TQRMNOSPPHMOKMCDEFMDB00868171,1,1,1948-07-10 00:00:00,76,3,1,485000.0,2,2,2
TQRMNOSPPHMOKMCDEFMDB00868171,1,2,1949-10-27 00:00:00,74,3,3,305000.0,2,2,2
TQRMNOSPPHMOKMCDEFMDB00868171,1,2,1994-09-01 00:00:00,30,3,5,60000.0,2,2,2
TQSMNOQSUHMMKOCDEIGED00868172,1,1,1958-01-15 00:00:00,66,1,2,950000.0,2,1,2
TQRMNOSQRHMMKOCDEIGED00811767,3,2,2000-09-17 00:00:00,23,2,3,180000.0,1,2,2
TQRMNOSQRHMMKOCDEIGED00811767,3,2,2000-12-11 00:00:00,23,3,3,160000.0,1,2,2
TQRMNOSQSHMMKOCDEIGED00811682,1,2,1970-07-02 00:00:00,54,1,5,116000.0,1,2,2
TQRMNOSQSHMMKOCDEIGED00811682,1,2,1999-11-25 00:00:00,24,1,4,80000.0,1,2,2
TQRMNOSQSHMMKOCDEIGED00811682,1,1,2002-11-04 00:00:00,21,1,2,150000.0,1,2,2
TQRMNOPYXHKNKMCDEIGED00868173,1,1,1977-08-28 00:00:00,46,1,4,1700000.0,2,2,1
TQRMNOPYXHKNKMCDEIGED00868173,1,2,1982-07-16 00:00:00,42,1,2,570000.0,2,2,1
TQRMNOTTUHJOKTCDEIOAH00863024,1,1,1900-01-01 00:00:00,25,1,3,320000.0,2,2,2
TQRMNOTTUHJOKTCDEIOAH00863024,1,2,1900-01-01 00:00:00,25,3,3,200902.0,2,2,2
TQRMNORTPHKNKTCDEIOAH00867809,1,1,1900-01-01 00:00:00,44,1,4,1500000.0,2,2,1
TQRMNORTPHKNKTCDEIOAH00867809,1,2,1900-01-01 00:00:00,35,1,4,1155000.0,2,2,1
TQRMNOPXPHLNKRCDEIOAH00808217,1,2,1900-01-01 00:00:00,31,1,3,473044.0,2,2,2
TQRMNOPURHMNKTCDEIOAH00867810,1,2,1960-11-02 00:00:00,63,1,2,280000.0,2,2,2
TQRMNOUWXHKOKPCDEFKID00867880,1,1,1900-01-01 00:00:00,27,1,2,480000.0,2,2,2
TQRMNOUWXHKOKPCDEFKID00867880,1,2,1992-04-17 00:00:00,32,3,3,145000.0,2,2,2
TQRMNOQPTHMLLRCDEFKID00808950,1,1,1900-01-01 00:00:00,98,3,2,310000.0,2,2,1
TQRMNORRUHLMLPCDEFKID00803624,1,2,1900-01-01 00:00:00,42,1,4,300000.0,2,2,1
TQRMNORRUHLMLPCDEFKID00803624,1,1,1900-01-01 00:00:00,45,1,5,700000.0,2,2,1
TQRMNORTPHJMLRCDEFKID00862246,1,2,1900-01-01 00:00:00,80,3,7,310000.0,2,2,2
TQRMNOQXQHMMKNCDEGKDB00810184,1,1,1929-04-16 00:00:00,95,3,2,800000.0,2,2,2
TQRMNOPTPHMKLTCDEGJBF00809939,2,1,2006-01-19 00:00:00,18,1,4,495000.0,2,2,2
TQRMNORRQHJKLPCDEGJBF00861892,1,1,1996-09-24 00:00:00,27,3,5,800000.0,2,2,1
TQRMNOTPPHLOLSCDEGJBF00804846,1,1,1991-09-11 00:00:00,32,1,3,800000.0,1,2,1
TQRMNOTPPHLOLSCDEGJBF00804846,1,2,1991-01-07 00:00:00,33,2,3,214219.0,1,2,1
TQRMNOTQWHKMKOCDEIOAH00867970,1,2,2002-09-23 00:00:00,21,1,4,240000.0,2,2,2
TQRMNORRPHKKKOCDEIOAH00867972,1,2,1900-01-01 00:00:00,33,1,6,717000.0,2,2,2
TQRMNOPYRHKMKPCDEIOAH00867973,1,1,1900-01-01 00:00:00,43,1,4,200000.0,2,2,2
TQRMNOPYRHKMKPCDEIOAH00867973,1,2,1900-01-01 00:00:00,38,1,4,300000.0,2,2,2
TQRMNOPYQHMMKMCDEIOAH00813100,1,2,1959-09-20 00:00:00,65,3,4,290000.0,1,2,1
TQRMNOPYQHMMKMCDEIOAH00813100,1,2,1983-12-17 00:00:00,40,1,5,500000.0,1,2,1
TQRMNORTQHJMKOCDEIOAH00867974,1,1,1900-01-01 00:00:00,40,1,4,2000000.0,2,2,1
TQRMNOSRRHLMKNCDEIOAH00808238,1,1,1961-08-02 00:00:00,62,3,3,364000.0,2,2,2
TQRMNOSRRHLMKNCDEIOAH00808238,1,2,1962-02-08 00:00:00,62,3,2,285000.0,2,2,2
TQRMNOQYPHJNMOCDEFKID00863642,1,1,1963-03-08 00:00:00,61,1,2,1900000.0,2,1,2
TQRMNOPPVHLMKUCDEFMDB00809285,1,2,1900-01-01 00:00:00,52,1,6,1450000.0,2,2,2
TQRMNOPPVHLMKUCDEFMDB00809285,1,1,1900-01-01 00:00:00,29,1,6,800000.0,2,2,2
TQRMNOPPVHLMKUCDEFMDB00809285,1,1,1900-01-01 00:00:00,26,1,6,400000.0,2,2,2
TQRMNOPRUHLMMPCDEFKID00803619,1,2,1900-01-01 00:00:00,84,3,2,432000.0,2,2,1
TQRMNOPRUHLMMPCDEFKID00803619,1,2,1900-01-01 00:00:00,52,3,4,286000.0,2,2,1
TQRMNOQQUHLOLLCDEIOAH00808282,1,1,1960-07-01 00:00:00,64,3,2,400000.0,2,2,2
TQRMNOQQUHLOLLCDEIOAH00808282,1,2,1961-05-01 00:00:00,63,3,4,270000.0,2,2,2
TQRMNOPWRHMLKTCDEFLID00809106,1,2,1998-01-09 00:00:00,26,1,4,600000.0,2,2,1
TQRMNOPQQHLMLLCDEFLID00803807,1,1,1994-01-05 00:00:00,30,1,5,500000.0,2,2,1
TQRMNOSQRHKOLPCDEFLID00867169,1,1,1981-06-28 00:00:00,43,1,4,1050000.0,2,2,1
TQRMNORYUHKKKNCDEFKID00867228,1,1,1900-01-01 00:00:00,72,3,6,500000.0,2,2,2
TQRMNORPUHKOLPCDEIKAH00867343,1,1,1900-01-01 00:00:00,48,1,3,750000.0,1,2,2
TQRMNORPUHKOLPCDEIKAH00867343,1,2,1900-01-01 00:00:00,40,3,4,100000.0,1,2,2
TQRMNORPVHKOLPCDEIKAH00867344,1,1,1975-05-16 00:00:00,49,1,4,600000.0,2,2,2
TQRMNORPVHKOLPCDEIKAH00867344,1,2,1900-01-01 00:00:00,93,3,2,320000.0,2,2,2
TQRMNORRQHMNLUCDEIKAH00812933,1,2,1991-11-24 00:00:00,32,3,2,120000.0,2,2,2
TQRMNORPUHJNLUCDEGJBF00866161,1,2,1999-01-21 00:00:00,25,1,3,250000.0,1,2,2
TQRMNORPUHJNLUCDEGJBF00866161,1,1,2000-09-09 00:00:00,23,1,2,350000.0,1,2,2
TQRMNOTSTHLOKSCDEFLID00803911,1,2,1981-10-22 00:00:00,42,1,5,900000.0,2,2,1
TQRMNOTSTHLOKSCDEFLID00803911,1,1,1984-03-27 00:00:00,40,1,6,900000.0,2,2,1
TQRMNOQWYHJOKPCDEFLID00866054,1,1,1981-02-01 00:00:00,43,1,2,120000.0,2,2,2
TQRMNOQWYHJOKPCDEFLID00866054,1,2,1978-08-07 00:00:00,46,3,2,115000.0,2,2,2
TQRMNOQWYHJOKPCDEFLID00866054,1,1,2004-12-18 00:00:00,19,3,3,100000.0,2,2,2
TQRMNORUSHKMLNCDEFKID00867108,1,2,1900-01-01 00:00:00,53,1,4,770000.0,2,2,1
TQRMNOPVYHMOLMCDEFKID00808813,1,1,1900-01-01 00:00:00,68,3,2,500000.0,2,2,2
TQRMNOSPYHMOLMCDEFKID00808816,1,2,1900-01-01 00:00:00,79,3,4,260000.0,2,2,2
TQRMNORWTHLOLLCDEFKID00803735,1,1,1962-02-14 00:00:00,62,1,6,2800000.0,2,2,2
TQRMNORWTHLOLLCDEFKID00803735,1,1,1959-10-21 00:00:00,64,1,6,1300000.0,2,2,2
TQRMNORYYHJOLOCDEFKID00866050,1,2,1900-01-01 00:00:00,43,1,4,1000000.0,2,1,1
TQRMNOSPUHJOLOCDEFKID00866643,1,1,1980-01-13 00:00:00,44,3,1,300000.0,2,2,1
TQRMNOSPUHJOLOCDEFKID00866643,1,2,1983-06-07 00:00:00,41,1,3,500000.0,2,2,1
TQRMNOQWQHMOLMCDEIMBF00813074,1,2,1982-08-09 00:00:00,42,1,3,206000.0,2,2,2
TQRMNOQWQHMOLMCDEIMBF00813074,1,2,2002-05-28 00:00:00,22,2,3,80000.0,2,2,2
TQRMNORTWHJNKTCDEIMBF00861990,1,2,1975-05-22 00:00:00,49,1,2,121000.0,2,2,2
TQRMNORTWHJNKTCDEIMBF00861990,1,1,2000-12-29 00:00:00,23,1,3,190000.0,2,2,2
TQRMNOSRYHJLKUCDEIMBF00867195,1,1,1992-02-02 00:00:00,32,1,5,430000.0,2,2,2
TQRMNOSUWHJMKOCDEFJAH00862216,1,1,1956-10-10 00:00:00,67,3,5,600000.0,2,2,2
TQRMNOSQPHLMKUCDEFJAH00867231,1,2,2001-05-18 00:00:00,23,1,5,1100000.0,2,2,1
TQRMNOSQPHLMKUCDEFJAH00867231,1,1,2003-06-05 00:00:00,21,1,5,500000.0,2,2,1
TQRMNOPYXHLMLLCDEFJAH00803467,1,1,1991-04-05 00:00:00,33,1,4,100000.0,2,2,2
TQRMNOPYRHJOKNCDEIKAH00862089,1,2,1998-10-10 00:00:00,25,1,4,430000.0,1,2,1
TQRMNORVRHKOKRCDEIKAH00867315,1,2,1985-10-17 00:00:00,38,1,1,357000.0,2,2,1
TQRMNOQTQHJOLSCDEIKAH00862029,1,2,1932-02-09 00:00:00,92,3,1,350000.0,2,1,1
TQRMNOQTQHJOLSCDEIKAH00862029,1,2,1963-11-09 00:00:00,60,3,4,270000.0,2,1,1
TQRMNOQTQHJOLSCDEIKAH00862029,1,1,1972-04-03 00:00:00,52,1,3,1500000.0,2,1,1
TQRMNOQTQHJOLSCDEIKAH00862029,1,1,2000-03-27 00:00:00,24,3,3,250000.0,2,1,1
TQRMNOQPUHMOMLCDEIKAH00812934,1,1,1985-10-01 00:00:00,38,1,5,820000.0,1,2,2
TQRMNOQWWHLOKRCDEGJBF00804849,1,2,1965-10-11 00:00:00,58,1,3,425000.0,2,2,2
TQRMNOQWWHLOKRCDEGJBF00804849,1,2,1945-05-22 00:00:00,79,3,2,345000.0,2,2,2
TQRMNORXRHMNLMCDEGJBF00810027,1,2,1979-10-07 00:00:00,44,1,2,122043.0,2,2,2
TQRMNORXRHMNLMCDEGJBF00810027,1,1,1977-06-25 00:00:00,46,1,2,400000.0,2,2,2
TQRMNORXRHMNLMCDEGJBF00810027,1,1,2001-04-25 00:00:00,23,1,4,120000.0,2,2,2
TQRMNORWSHLNLSCDEFJAH00803475,1,1,1900-01-01 00:00:00,27,1,4,200000.0,2,2,2
TQRMNORWSHLNLSCDEFJAH00803475,1,2,1900-01-01 00:00:00,22,2,4,25000.0,2,2,2
TQRMNORWSHLNLSCDEFJAH00803475,1,1,1996-10-26 00:00:00,27,1,4,200000.0,2,2,2
TQRMNOVUSHLNLSCDEFJAH00803476,1,1,1992-01-25 00:00:00,32,1,3,500000.0,2,2,1
TQRMNOSSTHKNKRCDEFLID00866988,1,1,2000-09-25 00:00:00,23,3,4,340000.0,2,2,2
TQRMNOQYWHJOKRCDEFLID00866056,1,2,1973-01-06 00:00:00,51,1,5,580000.0,2,2,2
TQRMNOQYWHJOKRCDEFLID00866056,1,2,1999-02-27 00:00:00,25,1,4,281000.0,2,2,2
TQRMNOQYWHJOKRCDEFLID00866056,1,2,2002-01-08 00:00:00,22,1,4,650000.0,2,2,2
TQRMNOTSSHJLKTCDEIGED00866002,1,1,2003-01-20 00:00:00,21,3,5,560000.0,2,2,1
TQRMNOPVSHLLKRCDEIGED00866003,1,2,1983-05-17 00:00:00,41,1,5,630000.0,2,1,2
TQRMNOPVSHLLKRCDEIGED00866003,1,1,1982-05-03 00:00:00,42,1,5,1300000.0,2,1,2
TQRMNOSXWHKMLMCDEIGED00867057,1,2,1959-04-04 00:00:00,65,3,6,1700000.0,2,2,1
TQRMNORTQHLMLLCDEGJBF00804905,1,2,1986-08-29 00:00:00,37,1,6,970000.0,2,2,1
TQRMNORTQHMMLPCDEGJBF00852835,1,2,1998-07-01 00:00:00,26,1,4,1150000.0,1,2,1
TQRMNORVPHJLKUCDEGJBF00865626,1,1,1988-03-25 00:00:00,36,1,5,1700000.0,2,2,1
TQRMNOQUVHLMLMCDEGJBF00804919,1,2,1990-05-17 00:00:00,34,1,6,150000.0,2,2,2
TQRMNOQWTHKMKOCDEFIAH00867077,1,1,1988-06-30 00:00:00,36,1,6,1500000.0,2,1,1
TQRMNOTPVHJOKNCDEFIAH00866338,1,1,1953-07-31 00:00:00,71,3,3,620000.0,2,1,2
TQRMNOPQWHMMKOCDEFIAH00851584,1,2,1964-02-08 00:00:00,60,3,4,399000.0,2,2,2
TQRMNOPQWHMMKOCDEFIAH00851584,1,1,1996-05-24 00:00:00,28,1,4,400000.0,2,2,2
TQRMNOQTRHMMKOCDEFIAH00808547,1,2,1942-03-06 00:00:00,82,3,4,200000.0,2,2,2
TQRMNOSVTHJLKRCDEFIAH00866339,1,2,2005-08-19 00:00:00,19,3,5,200000.0,2,2,1
TQRMNOPQTHMOKTCDEGJBF00809931,1,2,1981-12-31 00:00:00,42,1,5,131000.0,2,1,1
TQRMNORYUHMOLPCDEFKID00808828,1,1,1976-07-16 00:00:00,48,1,2,200000.0,1,2,1
TQSMNOTUVHJMLQCDEFKID00866658,1,1,1900-01-01 00:00:00,60,1,3,600000.0,2,2,2
TQRMNORTRHJOKMCDEGJBF00866314,1,1,1954-04-10 00:00:00,70,3,2,415000.0,2,1,1
TQRMNORTRHJOKMCDEGJBF00866314,1,2,1959-04-15 00:00:00,65,1,1,535000.0,2,1,1
TQRMNORRTHKNMOCDEGJBF00867144,1,2,1995-10-19 00:00:00,28,1,5,510000.0,2,2,1
TQRMNORRTHKNMOCDEGJBF00867144,1,2,1999-04-14 00:00:00,25,2,5,26000.0,2,2,1
TQRMNOPRPHLNKNCDEIGED00806632,1,2,1900-01-01 00:00:00,75,3,1,270000.0,2,2,2
TQRMNOPRPHLNKNCDEIGED00806632,1,1,1900-01-01 00:00:00,83,3,4,400000.0,2,2,2
TQSMNORUQHLMKOCDEIGED00806634,1,1,1962-07-30 00:00:00,61,3,3,2150000.0,2,2,2
TQRMNOPQQHJNKQCDEIGED00861854,1,1,1972-04-21 00:00:00,52,1,2,460000.0,2,2,1
TQRMNOPQSHJNKQCDEIGED00861855,1,1,1974-09-21 00:00:00,49,1,3,450000.0,2,2,2
TQRMNOPQSHJNKQCDEIGED00861855,1,2,1979-11-22 00:00:00,44,1,2,400000.0,2,2,2
TQRMNORXRHMNLMCDEGJBF00810027,1,1,2005-05-05 00:00:00,19,1,4,200000.0,2,2,2
TQRMNOPWSHLMKSCDEGJBF00804803,1,2,1946-02-02 00:00:00,78,3,4,360000.0,1,2,2
TQRMNOPWSHLMKSCDEGJBF00804803,1,1,1940-10-16 00:00:00,83,3,4,360000.0,1,2,2
TQRMNOPWTHLMKSCDEGJBF00804804,1,2,1964-04-30 00:00:00,60,1,3,140000.0,1,2,1
TQRMNOPWTHLMKSCDEGJBF00804804,1,2,1992-12-17 00:00:00,31,1,4,650000.0,1,2,1
TQRMNOPWTHLMKSCDEGJBF00804804,1,1,1959-02-25 00:00:00,65,1,4,990000.0,1,2,1
TQRMNOPXSHKMKSCDEGJBF00867345,1,2,1994-03-15 00:00:00,30,1,6,520000.0,1,2,1
TQRMNOQPRHLKMMCDEGJBF00804995,2,2,1951-01-11 00:00:00,73,3,6,500000.0,2,1,1
TQRMNOQPRHLKMMCDEGJBF00804995,2,2,1984-11-20 00:00:00,39,1,6,200000.0,2,1,1
TQRMNOQPRHLKMMCDEGJBF00804995,2,1,1989-03-05 00:00:00,35,1,6,780000.0,2,1,1
TQRMNORPYHMLMNCDEGJBF00810048,1,1,1971-08-02 00:00:00,53,1,5,1200000.0,2,2,2
TQRMNORQPHMLMNCDEGJBF00810066,1,2,1950-08-03 00:00:00,74,1,6,585000.0,2,2,2
TQRMNOPRVHMMLOCDEFIAH00808533,1,2,1985-02-21 00:00:00,39,1,5,750000.0,2,2,1
TQRMNOPRVHMMLOCDEFIAH00808533,1,1,1982-01-23 00:00:00,42,1,4,800000.0,2,2,1
