id_vivienda,id_hogar,region,sexo,fecha_nacimiento,edad,estado_actividad,nivel_educativo,ingreso,prestamo_personas,prestamo_banco,compra_cuotas
TQRMNOSRYHKOLPCDEGIBJ00867369,1,41,2,1900-01-01 00:00:00,55,3,2,0.0,2,2,2
TQRMNOSYRHKOLQCDEGIBJ00867370,1,41,1,1979-10-07 00:00:00,45,1,4,1000000.0,2,2,1
TQRMNOSYRHKOLQCDEGIBJ00867370,1,41,2,1983-02-14 00:00:00,41,1,4,310000.0,2,2,1
TQRMNOSYRHKOLQCDEGIBJ00867370,1,41,2,2002-08-21 00:00:00,22,3,5,0.0,2,2,1
TQRMNOSYRHKOLQCDEGIBJ00867370,1,41,2,2005-03-18 00:00:00,19,3,5,0.0,2,2,1
TQRMNOSYRHKOLQCDEGIBJ00867370,1,41,1,2013-07-11 00:00:00,11,3,1,0.0,2,2,1
TQRMNOWXYHKOLQCDEGIBJ00867371,1,41,1,1986-12-05 00:00:00,37,1,4,700000.0,2,2,2
TQRMNOWXYHKOLQCDEGIBJ00867371,1,41,2,1992-01-28 00:00:00,32,1,4,400000.0,2,2,2
TQRMNOWXYHKOLQCDEGIBJ00867371,1,41,1,2012-03-12 00:00:00,12,3,3,0.0,2,2,2
TQRMNOWXYHKOLQCDEGIBJ00867371,1,41,1,2019-06-04 00:00:00,5,4,7,0.0,2,2,2
TQRMNOWXYHKOLQCDEGIBJ00867371,1,41,1,2021-06-28 00:00:00,3,4,7,0.0,2,2,2
TQRMNOQRQHKMKOCDEFOCD00867372,1,41,2,1900-01-01 00:00:00,63,3,3,350000.0,2,2,2
TQRMNOQRQHKMKOCDEFOCD00867372,1,41,1,1900-01-01 00:00:00,62,1,4,400000.0,2,2,2
TQRMNOQRQHKMKOCDEFOCD00867372,1,41,2,1900-01-01 00:00:00,47,1,6,450000.0,2,2,2
TQRMNOQRYHKMKOCDEFOCD00867373,1,41,1,1992-01-21 00:00:00,32,1,4,-9.0,2,2,1
TQRMNOPWTHKMLQCDEIJAH00866911,1,1,1,1970-12-27 00:00:00,53,1,4,-9.0,2,2,1
TQRMNOPWTHKMLQCDEIJAH00866911,1,1,2,1971-02-18 00:00:00,53,1,4,-9.0,2,2,1
TQRMNOPWTHKMLQCDEIJAH00866911,1,1,1,1993-08-12 00:00:00,31,1,6,-9.0,2,2,1
TQRMNOPWTHKMLQCDEIJAH00866911,1,1,2,1993-02-14 00:00:00,31,3,4,0.0,2,2,1
TQRMNOPWTHKMLQCDEIJAH00866911,1,1,2,2022-12-12 00:00:00,1,4,7,0.0,2,2,1
TQRMNORSWHLMLTCDEIJAH00807160,1,1,2,2001-01-01 00:00:00,23,1,4,120000.0,2,2,2
TQRMNORSWHLMLTCDEIJAH00807160,1,1,2,1962-02-25 00:00:00,62,3,4,100000.0,2,2,2
TQRMNORSWHLMLTCDEIJAH00807160,1,1,1,1999-09-26 00:00:00,25,1,4,520000.0,2,2,2
TQRMNOXUQHLKLUCDEIJAH00807161,1,1,1,1965-03-02 00:00:00,59,1,2,3050000.0,2,2,1
TQRMNOXUQHLKLUCDEIJAH00807161,1,1,2,1974-11-22 00:00:00,49,1,3,0.0,2,2,1
TQRMNOTSQHKNKOCDEIJAH00866912,1,1,2,1973-06-15 00:00:00,51,1,2,970000.0,2,2,2
TQRMNOTSQHKNKOCDEIJAH00866912,1,1,2,1900-01-01 00:00:00,22,2,3,0.0,2,2,2
TQRMNOTSQHKNKOCDEIJAH00866912,1,1,2,2014-11-14 00:00:00,9,4,1,0.0,2,2,2
TQRMNOTSRHKNKOCDEIJAH00866913,1,1,2,2001-01-16 00:00:00,23,1,4,78000.0,2,2,1
TQRMNOTSRHKNKOCDEIJAH00866913,1,1,1,1994-09-16 00:00:00,29,2,4,320000.0,2,2,1
TQRMNOTSRHKNKOCDEIJAH00866913,1,1,1,2019-04-08 00:00:00,5,4,7,0.0,2,2,1
TQRMNOTSRHKNKOCDEIJAH00866913,1,1,1,2023-09-01 00:00:00,-1,4,7,0.0,2,2,1
TQRMNORVVHMOLSCDEFJAH00866947,1,43,2,1987-04-22 00:00:00,37,1,2,-9.0,2,2,2
TQRMNORVVHMOLSCDEFJAH00866947,1,43,1,2006-12-02 00:00:00,17,3,3,0.0,2,2,2
TQRMNORVVHMOLSCDEFJAH00866947,1,43,2,2016-06-28 00:00:00,8,4,1,0.0,2,2,2
TQRMNOTPTHLNLRCDEFJAH00803474,1,43,1,1984-05-08 00:00:00,40,1,6,-9.0,2,2,2
TQRMNOTPTHLNLRCDEFJAH00803474,1,43,2,1984-08-23 00:00:00,40,1,6,-9.0,2,2,2
TQRMNOTPTHLNLRCDEFJAH00803474,1,43,1,2016-03-10 00:00:00,8,4,1,0.0,2,2,2
TQRMNOTPTHLNLRCDEFJAH00803474,1,43,1,2019-09-15 00:00:00,5,4,7,0.0,2,2,2
TQRMNORXRHKLKTCDEGIBJ00866948,1,41,2,2005-06-12 00:00:00,19,3,5,160000.0,2,2,2
TQRMNOSRPHJMKUCDEGIBJ00862108,1,41,2,1937-09-21 00:00:00,87,3,6,389000.0,2,2,2
TQRMNOSTYHLOLMCDEGIBJ00804702,1,41,2,1900-01-01 00:00:00,31,3,3,159000.0,2,2,2
TQRMNOSTYHLOLMCDEGIBJ00804702,1,41,1,1900-01-01 00:00:00,32,1,3,350000.0,2,2,2
TQRMNOSTYHLOLMCDEGIBJ00804702,1,41,1,1900-01-01 00:00:00,8,4,1,0.0,2,2,2
TQRMNOSTYHLOLMCDEGIBJ00804702,1,41,2,1900-01-01 00:00:00,6,4,1,0.0,2,2,2
TQRMNOSTYHLOLMCDEGIBJ00804702,1,41,2,1900-01-01 00:00:00,28,3,3,225000.0,2,2,2
TQRMNOSTYHLOLMCDEGIBJ00804702,1,41,1,1900-01-01 00:00:00,31,1,3,350000.0,2,2,2
TQRMNOSTYHLOLMCDEGIBJ00804702,1,41,1,1900-01-01 00:00:00,9,4,1,0.0,2,2,2
TQRMNOSTYHLOLMCDEGIBJ00804702,1,41,1,1900-01-01 00:00:00,5,4,7,0.0,2,2,2
TQRMNOSTYHLOLMCDEGIBJ00804702,1,41,1,1900-01-01 00:00:00,3,4,7,0.0,2,2,2
TQRMNOTRYHLOLSCDEHNHB00806409,1,42,1,2020-08-28 00:00:00,3,4,7,0.0,1,2,1
TQRMNOSPTHMMNPCDEIIAD00811945,1,1,1,1954-07-20 00:00:00,70,1,3,825000.0,2,2,2
TQRMNOSPTHMMNPCDEIIAD00811945,1,1,2,1958-10-27 00:00:00,65,3,4,250000.0,2,2,2
TQRMNOUUYHLNNSCDEIIAD00865596,1,1,1,1973-02-08 00:00:00,51,1,6,-9.0,2,2,1
TQRMNOUUYHLNNSCDEIIAD00865596,1,1,2,1977-03-18 00:00:00,47,3,4,0.0,2,2,1
TQRMNOUUYHLNNSCDEIIAD00865596,1,1,1,2006-08-28 00:00:00,18,3,3,0.0,2,2,1
TQRMNOUUYHLNNSCDEIIAD00865596,1,1,2,2010-02-14 00:00:00,14,3,3,0.0,2,2,1
TQRMNOSPRHLMOLCDEIIAD00866684,1,1,1,1996-06-18 00:00:00,28,1,5,3000000.0,2,2,1
TQRMNORXPHJOKNCDEHPJB00865959,1,40,1,1900-01-01 00:00:00,51,1,2,-9.0,2,2,1
TQRMNORXPHJOKNCDEHPJB00865959,1,40,2,1900-01-01 00:00:00,41,1,2,-9.0,2,2,1
TQRMNORXPHJOKNCDEHPJB00865959,1,40,2,1900-01-01 00:00:00,21,3,5,0.0,2,2,1
TQRMNORXPHJOKNCDEHPJB00865959,1,40,1,1900-01-01 00:00:00,25,3,5,0.0,2,2,1
TQRMNORUYHMMKOCDEHPJB00811473,1,40,1,1944-07-06 00:00:00,80,3,2,480000.0,2,2,1
TQRMNORUYHMMKOCDEHPJB00811473,1,40,2,1953-11-24 00:00:00,70,1,2,472500.0,2,2,1
TQRMNOQQYHKMKRCDEHGHJ00866987,1,44,1,1996-05-16 00:00:00,28,1,6,1750000.0,2,2,1
TQRMNOQQYHKMKRCDEHGHJ00866987,1,44,2,1997-10-13 00:00:00,26,1,6,1200000.0,2,2,1
TQRMNOQQYHKMKRCDEHGHJ00866987,1,44,2,2014-09-24 00:00:00,9,4,1,0.0,2,2,1
TQRMNORYXHKOLPCDEGLDF00867018,1,41,2,1946-08-28 00:00:00,78,3,1,295400.0,2,2,2
TQRMNOSQUHMKKNCDEGPDJ00810613,1,40,2,1949-08-20 00:00:00,75,1,3,900000.0,2,2,1
TQRMNOSQUHMKKNCDEGPDJ00810613,1,40,1,1973-06-18 00:00:00,51,1,6,500000.0,2,2,1
TQRMNOTVRHJOKQCDEGPDJ00865934,1,40,2,1987-10-26 00:00:00,36,1,6,646000.0,2,2,1
TQRMNOTVRHJOKQCDEGPDJ00865934,1,40,1,2009-10-07 00:00:00,14,3,3,0.0,2,2,1
TQRMNOTVRHJOKQCDEGPDJ00865934,1,40,1,2013-09-11 00:00:00,10,3,1,0.0,2,2,1
TQRMNOTVRHJOKQCDEGPDJ00865934,1,40,2,2016-09-25 00:00:00,7,4,1,0.0,2,2,1
TQRMNOPYXHMOKOCDEGPDJ00853468,1,40,2,1950-12-23 00:00:00,73,3,6,250000.0,2,2,2
TQRMNOSPWHLLKSCDEHMHF00806185,1,42,2,1939-02-15 00:00:00,85,3,2,320000.0,1,2,2
TQRMNOTUXHMMKUCDEHMHF00811264,1,42,2,1981-03-10 00:00:00,43,1,6,1100000.0,2,2,1
TQRMNOTUXHMMKUCDEHMHF00811264,1,42,1,1986-10-09 00:00:00,38,1,6,1100000.0,2,2,1
TQRMNOTUXHMMKUCDEHMHF00811264,1,42,1,2015-04-08 00:00:00,9,4,1,0.0,2,2,1
TQRMNOUPQHMMKUCDEHMHF00811265,1,42,1,1982-10-13 00:00:00,41,1,6,1000000.0,2,1,1
TQRMNOUPQHMMKUCDEHMHF00811265,1,42,2,1982-09-23 00:00:00,42,1,6,1000000.0,2,1,1
TQRMNOUPQHMMKUCDEHMHF00811265,1,42,2,1956-06-12 00:00:00,68,3,2,296000.0,2,1,1
TQRMNOUPQHMMKUCDEHMHF00811265,1,42,1,2013-02-26 00:00:00,11,3,1,0.0,2,1,1
TQRMNOUPQHMMKUCDEHMHF00811265,1,42,2,2010-02-05 00:00:00,14,3,3,0.0,2,1,1
TQRMNOSWVHKMNRCDEIIAD00867043,1,1,1,1942-07-12 00:00:00,82,3,5,330000.0,2,2,2
TQRMNOSWVHKMNRCDEIIAD00867043,1,1,2,1943-09-13 00:00:00,81,3,6,230000.0,2,2,2
TQRMNORVYHKMNUCDEIIAD00867044,1,1,1,1968-02-25 00:00:00,56,1,6,-9.0,2,2,1
TQRMNORVYHKMNUCDEIIAD00867044,1,1,2,1983-06-09 00:00:00,41,1,4,-9.0,2,2,1
TQRMNORVYHKMNUCDEIIAD00867044,1,1,2,2001-06-19 00:00:00,23,1,5,-9.0,2,2,1
TQRMNOQYXHMMKOCDEIJAH00812554,1,1,2,1900-01-01 00:00:00,48,1,5,-9.0,2,2,2
TQRMNOQYXHMMKOCDEIJAH00812554,1,1,1,1900-01-01 00:00:00,20,3,5,0.0,2,2,2
TQRMNORTRHKMKPCDEHGHJ00867045,1,44,1,1937-11-09 00:00:00,86,3,3,800000.0,2,2,1
TQRMNORTRHKMKPCDEHGHJ00867045,1,44,2,1943-12-14 00:00:00,80,3,2,300000.0,2,2,1
TQRMNOTQUHKLKMCDEGOIH00867046,1,40,2,1968-08-30 00:00:00,55,1,6,750000.0,2,1,1
TQRMNOTQUHKLKMCDEGOIH00867046,1,40,1,2009-01-08 00:00:00,15,3,3,0.0,2,1,1
TQRMNOPXWHKNLUCDEGGFB00867047,1,42,2,1900-01-01 00:00:00,56,3,3,379000.0,1,2,1
TQRMNOPXWHKNLUCDEGGFB00867047,1,42,1,1900-01-01 00:00:00,21,1,2,0.0,1,2,1
TQRMNOPXWHKNLUCDEGGFB00867047,1,42,2,1900-01-01 00:00:00,26,1,2,80000.0,1,2,1
TQRMNOPXWHKNLUCDEGGFB00867047,1,42,1,1900-01-01 00:00:00,24,1,3,180000.0,1,2,1
TQRMNOPXWHKNLUCDEGGFB00867047,1,42,1,1900-01-01 00:00:00,30,1,2,-9.0,1,2,1
TQRMNOPXWHKNLUCDEGGFB00867047,1,42,2,1900-01-01 00:00:00,36,1,4,85000.0,1,2,1
TQRMNOQRYHJOPQCDEIJAH00866737,1,1,2,1980-08-11 00:00:00,43,3,3,90000.0,2,2,2
TQRMNOQRYHJOPQCDEIJAH00866737,1,1,2,2001-02-03 00:00:00,23,2,4,0.0,2,2,2
TQRMNOQRYHJOPQCDEIJAH00866737,1,1,2,2006-07-18 00:00:00,18,3,3,0.0,2,2,2
TQRMNOQRYHJOPQCDEIJAH00866737,1,1,1,1998-10-08 00:00:00,25,1,4,400000.0,2,2,2
TQRMNORYYHKOTRCDEIJAH00867075,1,1,1,1974-08-17 00:00:00,49,1,3,800000.0,2,2,1
TQRMNORYYHKOTRCDEIJAH00867075,1,1,2,1996-01-19 00:00:00,28,1,5,-9.0,2,2,1
TQRMNORYYHKOTRCDEIJAH00867075,1,1,2,1998-03-19 00:00:00,26,1,5,-9.0,2,2,1
TQRMNORYYHKOTRCDEIJAH00867075,1,1,1,2002-07-07 00:00:00,22,3,5,0.0,2,2,1
TQRMNOPRUHLMMPCDEFKID00803619,1,43,2,1900-01-01 00:00:00,84,3,2,432000.0,2,2,1
TQRMNOPRUHLMMPCDEFKID00803619,1,43,2,1900-01-01 00:00:00,52,3,4,286000.0,2,2,1
TQRMNOPRUHLMMPCDEFKID00803619,1,43,2,1900-01-01 00:00:00,21,1,4,-9.0,2,2,1
TQRMNOTYVHJKKQCDEIHJF00866698,1,44,2,1992-08-23 00:00:00,31,1,4,-9.0,2,2,1
TQRMNOTYVHJKKQCDEIHJF00866698,1,44,1,2003-02-01 00:00:00,21,1,4,1050000.0,2,2,1
TQRMNOVQPHMMKUCDEHMHF00811267,1,42,1,1970-10-13 00:00:00,53,1,3,700000.0,2,1,1
TQRMNOVQPHMMKUCDEHMHF00811267,1,42,2,1973-12-12 00:00:00,50,1,6,-9.0,2,1,1
TQRMNOVQPHMMKUCDEHMHF00811267,1,42,1,2000-10-28 00:00:00,23,3,5,0.0,2,1,1
TQRMNOPWWHKOLNCDEHMHF00867076,1,42,1,1981-02-24 00:00:00,43,1,3,300000.0,2,2,2
TQRMNOQQUHLOLLCDEIOAH00808282,1,43,1,1960-07-01 00:00:00,64,3,2,400000.0,2,2,2
TQRMNOQQUHLOLLCDEIOAH00808282,1,43,2,1961-05-01 00:00:00,63,3,4,270000.0,2,2,2
TQRMNOQQUHLOLLCDEIOAH00808282,1,43,1,1983-12-26 00:00:00,40,1,4,-9.0,2,2,2
TQRMNOQQUHLOLLCDEIOAH00808282,1,43,1,1987-08-24 00:00:00,37,1,4,-9.0,2,2,2
TQRMNOQQUHLOLLCDEIOAH00808282,1,43,2,2003-09-20 00:00:00,21,3,5,0.0,2,2,2
TQRMNORYSHKLLMCDEHIBB00867107,1,40,2,1961-03-09 00:00:00,63,3,6,750000.0,2,2,1
TQRMNORYSHKLLMCDEHIBB00867107,1,40,1,1956-11-16 00:00:00,67,3,6,750000.0,2,2,1
TQRMNOQSSHJMKTCDEHIBB00865659,1,40,1,1989-02-20 00:00:00,35,2,6,0.0,2,2,2
TQRMNOQSSHJMKTCDEHIBB00865659,1,40,1,1986-07-29 00:00:00,38,3,4,0.0,2,2,2
TQRMNOQSSHJMKTCDEHIBB00865659,1,40,2,1948-05-12 00:00:00,76,3,2,270000.0,2,2,2
TQRMNOPSUHMNLLCDEHIBB00810794,1,40,1,1974-09-13 00:00:00,50,1,2,300000.0,2,2,2
TQRMNOPSUHMNLLCDEHIBB00810794,1,40,2,1975-08-26 00:00:00,49,1,4,300000.0,2,2,2
TQRMNOPYPHLNLMCDEHIBB00805846,1,40,2,1944-10-04 00:00:00,79,3,3,370000.0,2,2,2
TQRMNOPYPHLNLMCDEHIBB00805846,1,40,1,1973-11-25 00:00:00,50,1,6,400000.0,2,2,2
TQRMNOPYPHLNLMCDEHIBB00805846,1,40,1,1987-10-19 00:00:00,36,1,5,400000.0,2,2,2
TQRMNOPYPHLNLMCDEHIBB00805846,1,40,2,1996-12-24 00:00:00,27,1,5,411000.0,2,2,2
TQRMNOPYPHLNLMCDEHIBB00805846,1,40,1,2018-11-29 00:00:00,5,4,7,0.0,2,2,2
TQRMNOPUUHMLKUCDEHJGH00810979,1,40,1,1967-01-01 00:00:00,57,1,5,1000000.0,2,2,1
TQRMNOPUUHMLKUCDEHJGH00810979,1,40,2,1933-05-23 00:00:00,91,3,4,506000.0,2,2,1
TQRMNOPUUHMLKUCDEHJGH00810979,1,40,2,1991-12-31 00:00:00,32,1,6,500000.0,2,2,1
TQRMNOQTTHMMLNCDEHJGH00810971,1,40,2,1988-04-18 00:00:00,36,1,6,500000.0,2,2,2
TQRMNOQTTHMMLNCDEHJGH00810971,1,40,2,1979-06-25 00:00:00,45,1,5,150000.0,2,2,2
TQRMNOQTTHMMLNCDEHJGH00810971,1,40,1,2018-08-24 00:00:00,6,4,7,0.0,2,2,2
TQRMNOQTTHMMLNCDEHJGH00810971,1,40,2,2021-07-24 00:00:00,3,4,7,0.0,2,2,2
TQRMNOQTTHMMLNCDEHJGH00810971,1,40,1,1947-11-18 00:00:00,76,1,6,1730000.0,2,2,2
TQRMNOQTTHMMLNCDEHJGH00810971,1,40,2,1958-07-10 00:00:00,66,1,6,150000.0,2,2,2
TQRMNOQTTHMMLNCDEHJGH00810971,1,40,2,1986-03-26 00:00:00,38,1,4,250000.0,2,2,2
TQRMNOSPXHKNKQCDEIHJF00867135,1,44,2,1955-10-02 00:00:00,68,3,2,250000.0,2,2,2
TQRMNOSPXHKNKQCDEIHJF00867135,1,44,1,2004-05-15 00:00:00,20,1,4,300000.0,2,2,2
TQRMNOTPYHMNKNCDEIHJF00867136,1,44,2,2007-07-30 00:00:00,17,3,3,0.0,2,2,1
TQRMNOTPYHMNKNCDEIHJF00867136,1,44,1,1984-09-05 00:00:00,40,1,3,-9.0,2,2,1
TQRMNOTPYHMNKNCDEIHJF00867136,1,44,1,2003-04-15 00:00:00,21,2,4,0.0,2,2,1
TQRMNOSWVHJNKQCDEIHJF00866111,1,44,2,1942-05-10 00:00:00,82,3,2,160000.0,2,2,2
TQRMNOQTQHKLKRCDEIHJF00867137,1,44,1,1953-01-21 00:00:00,71,3,6,600000.0,2,2,2
TQRMNOQXWHJOKOCDEFOCD00861923,1,41,2,1900-01-01 00:00:00,93,3,4,0.0,2,2,1
TQRMNOPPQHJOKPCDEFOCD00861967,1,41,2,1976-08-13 00:00:00,48,1,5,200000.0,2,2,1
TQRMNOPPQHJOKPCDEFOCD00861967,1,41,1,1973-01-01 00:00:00,51,1,3,-9.0,2,2,1
TQRMNOPPQHJOKPCDEFOCD00861967,1,41,2,2002-02-06 00:00:00,22,1,5,80000.0,2,2,1
TQRMNOPPQHJOKPCDEFOCD00861967,1,41,1,2005-02-18 00:00:00,19,1,4,280000.0,2,2,1
TQRMNOPPQHJOKPCDEFOCD00861967,1,41,2,2005-02-18 00:00:00,19,3,5,0.0,2,2,1
TQRMNOPWRHMLKTCDEFLID00809106,1,43,1,1996-11-02 00:00:00,27,1,4,-9.0,2,2,1
TQRMNOPWRHMLKTCDEFLID00809106,1,43,2,1998-01-09 00:00:00,26,1,4,600000.0,2,2,1
TQRMNOPQQHLMLLCDEFLID00803807,1,43,1,1994-01-05 00:00:00,30,1,5,500000.0,2,2,1
TQRMNORXQHKOLNCDEFLID00867168,1,43,2,1968-08-29 00:00:00,55,1,5,-9.0,2,2,2
TQRMNORXQHKOLNCDEFLID00867168,1,43,1,1992-05-20 00:00:00,32,3,5,0.0,2,2,2
TQRMNORXQHKOLNCDEFLID00867168,1,43,1,1967-11-13 00:00:00,56,3,2,0.0,2,2,2
TQRMNOSQRHKOLPCDEFLID00867169,1,43,1,1981-06-28 00:00:00,43,1,4,1050000.0,2,2,1
TQRMNOSQRHKOLPCDEFLID00867169,1,43,2,1991-11-07 00:00:00,32,2,2,0.0,2,2,1
TQRMNOSQRHKOLPCDEFLID00867169,1,43,1,2015-07-23 00:00:00,9,4,1,0.0,2,2,1
TQRMNOSQRHKOLPCDEFLID00867169,1,43,1,2022-06-17 00:00:00,2,4,7,0.0,2,2,1
TQRMNOPSSHLOKQCDEGPDJ00810654,1,40,1,1956-11-16 00:00:00,67,1,2,440000.0,2,2,2
TQRMNOSPYHLMKSCDEOJAH00808424,1,44,2,2018-11-27 00:00:00,5,4,7,0.0,2,2,2
TQRMNORYWHLMLNCDEHJGH00805865,1,40,1,1977-11-26 00:00:00,46,1,4,600000.0,2,2,2
TQRMNORYWHLMLNCDEHJGH00805865,1,40,2,1987-10-20 00:00:00,36,3,1,0.0,2,2,2
TQRMNORYWHLMLNCDEHJGH00805865,1,40,2,2004-05-23 00:00:00,20,1,2,160000.0,2,2,2
TQRMNORYWHLMLNCDEHJGH00805865,1,40,2,2015-06-18 00:00:00,9,4,1,0.0,2,2,2
TQRMNORYWHLMLNCDEHJGH00805865,1,40,2,2016-06-19 00:00:00,8,4,1,0.0,2,2,2
TQRMNORYWHLMLNCDEHJGH00805865,1,40,1,1984-06-29 00:00:00,40,1,2,500000.0,2,2,2
TQRMNORPPHKNLNCDEHJGH00867192,1,40,1,1994-10-02 00:00:00,29,1,3,160000.0,1,2,1
TQRMNORPPHKNLNCDEHJGH00867192,1,40,2,2000-04-12 00:00:00,24,3,4,110000.0,1,2,1
TQRMNORPPHKNLNCDEHJGH00867192,1,40,1,2015-07-19 00:00:00,9,4,1,0.0,1,2,1
TQRMNOSRSHKLLOCDEHJGH00867193,1,40,1,2009-10-13 00:00:00,14,3,3,0.0,2,2,2
TQRMNOSRSHKLLOCDEHJGH00867193,1,40,1,1986-10-10 00:00:00,37,1,4,600000.0,2,2,2
TQRMNOSRSHKLLOCDEHJGH00867193,1,40,2,1986-09-10 00:00:00,37,1,4,600000.0,2,2,2
TQRMNORWVHKMLPCDEHJGH00867194,1,40,1,1992-09-01 00:00:00,32,1,3,320000.0,1,2,1
TQRMNORWVHKMLPCDEHJGH00867194,1,40,2,1993-06-03 00:00:00,31,1,5,270000.0,1,2,1
TQRMNORWVHKMLPCDEHJGH00867194,1,40,1,2011-12-26 00:00:00,12,3,1,0.0,1,2,1
TQRMNORWVHKMLPCDEHJGH00867194,1,40,2,2016-12-11 00:00:00,7,4,1,0.0,1,2,1
TQRMNOSTQHLMLQCDEHJGH00805915,2,40,2,1995-05-15 00:00:00,29,3,5,0.0,2,2,1
TQRMNOQUWHMMLRCDEHJGH00810989,1,40,1,1973-12-13 00:00:00,50,1,6,500000.0,2,2,1
TQRMNOQUWHMMLRCDEHJGH00810989,1,40,2,1972-01-15 00:00:00,52,1,6,270000.0,2,2,1
TQRMNOQUWHMMLRCDEHJGH00810989,1,40,2,2009-04-28 00:00:00,15,3,3,0.0,2,2,1
TQRMNOQUWHMMLRCDEHJGH00810989,1,40,1,2006-07-06 00:00:00,18,3,3,0.0,2,2,1
TQRMNOPYPHJMKUCDEHGHJ00867226,1,44,1,2018-08-17 00:00:00,6,4,7,0.0,2,1,2
TQRMNOPYPHJMKUCDEHGHJ00867226,1,44,2,1964-03-19 00:00:00,60,3,3,750000.0,2,1,2
TQRMNOPYPHJMKUCDEHGHJ00867226,1,44,2,1995-05-16 00:00:00,29,1,3,585000.0,2,1,2
TQRMNOPYPHJMKUCDEHGHJ00867226,1,44,1,2006-01-02 00:00:00,18,3,5,0.0,2,1,2
TQRMNOPXYHKOLLCDEHPJB00867227,1,40,2,1960-05-20 00:00:00,64,1,2,309000.0,2,2,1
TQRMNOPXYHKOLLCDEHPJB00867227,1,40,2,1986-10-04 00:00:00,37,3,6,0.0,2,2,1
TQRMNOPXYHKOLLCDEHPJB00867227,1,40,2,2005-11-03 00:00:00,18,3,4,0.0,2,2,1
TQRMNORYUHKKKNCDEFKID00867228,1,43,1,1900-01-01 00:00:00,72,3,6,500000.0,2,2,2
TQRMNORYUHKKKNCDEFKID00867228,1,43,2,1900-01-01 00:00:00,27,3,4,0.0,2,2,2
TQRMNORXUHLLKOCDEFKID00803608,1,43,1,1900-01-01 00:00:00,75,3,4,-9.0,2,2,2
TQRMNOQUQHLKKPCDEFKID00808990,1,43,2,1900-01-01 00:00:00,91,3,6,-9.0,2,2,2
TQRMNOQPSHKMLMCDEHPJB00867229,1,40,1,1983-01-20 00:00:00,41,1,6,3900000.0,2,2,1
TQRMNOQPSHKMLMCDEHPJB00867229,1,40,2,1988-06-01 00:00:00,36,1,6,1460000.0,2,2,1
TQRMNOVPYHLOLOCDEGOIH00805396,1,40,2,2000-04-08 00:00:00,24,3,5,0.0,2,2,2
TQRMNOVPYHLOLOCDEGOIH00805396,1,40,1,2023-09-21 00:00:00,-1,4,7,0.0,2,2,2
TQRMNOPRVHLMLPCDEGOIH00805389,1,40,1,1949-12-24 00:00:00,74,3,2,870000.0,2,2,1
TQRMNOPRVHLMLPCDEGOIH00805389,1,40,2,1984-12-07 00:00:00,39,1,4,470000.0,2,2,1
TQRMNOPRVHLMLPCDEGOIH00805389,1,40,1,1982-06-20 00:00:00,42,1,2,570000.0,2,2,1
TQRMNOPRVHLMLPCDEGOIH00805389,1,40,1,2012-03-27 00:00:00,12,3,1,0.0,2,2,1
TQRMNOPRVHLMLPCDEGOIH00805389,1,40,2,2020-01-23 00:00:00,4,4,7,0.0,2,2,1
TQRMNOQUVHLMLPCDEGOIH00805399,1,40,1,1951-07-24 00:00:00,73,3,4,870000.0,2,2,1
TQRMNOQUVHLMLPCDEGOIH00805399,1,40,2,1953-05-16 00:00:00,71,3,6,450000.0,2,2,1
TQRMNORXQHMMLOCDEGOIH00810552,1,40,1,1980-03-27 00:00:00,44,1,4,600000.0,2,2,1
TQRMNORXQHMMLOCDEGOIH00810552,1,40,2,1982-11-10 00:00:00,41,1,5,306000.0,2,2,1
TQRMNORXQHMMLOCDEGOIH00810552,1,40,2,2011-04-25 00:00:00,13,3,3,0.0,2,2,1
TQRMNORXQHMMLOCDEGOIH00810552,1,40,1,2013-05-27 00:00:00,11,3,1,0.0,2,2,1
TQRMNORXTHMMLOCDEGOIH00810553,1,40,2,1960-02-25 00:00:00,64,3,5,180000.0,2,1,1
TQRMNORXTHMMLOCDEGOIH00810553,1,40,1,1991-04-05 00:00:00,33,1,5,200000.0,2,1,1
TQRMNOPXUHJOLQCDEGOIH00862173,1,40,1,1999-07-20 00:00:00,25,1,3,160000.0,2,1,1
TQRMNOPXUHJOLQCDEGOIH00862173,1,40,1,2001-01-24 00:00:00,23,1,3,88000.0,2,1,1
TQRMNOPXUHJOLQCDEGOIH00862173,1,40,2,2011-06-24 00:00:00,13,3,3,0.0,2,1,1
TQRMNOQXQHKKKTCDEHMHF00867290,1,42,2,1969-01-07 00:00:00,55,1,6,1000000.0,2,2,2
TQRMNOQXQHKKKTCDEHMHF00867290,1,42,1,2006-05-08 00:00:00,18,3,5,0.0,2,2,2
TQRMNORUXHJMKSCDEHMHF00862349,1,42,1,1993-01-23 00:00:00,31,2,2,0.0,2,2,2
TQRMNORUXHJMKSCDEHMHF00862349,1,42,1,1967-05-25 00:00:00,57,1,2,380000.0,2,2,2
TQRMNORUXHJMKSCDEHMHF00862349,1,42,2,1994-11-07 00:00:00,29,1,5,210000.0,2,2,2
TQRMNORXWHLMMLCDEHJGH00805891,1,40,1,1970-10-08 00:00:00,53,1,4,300000.0,2,2,1
TQRMNORXWHLMMLCDEHJGH00805891,1,40,2,1971-05-14 00:00:00,53,1,6,1000000.0,2,2,1
